order_id,order_date,channel,vendor,sku,brand,product,qty,unit_price_krw,amount_krw,is_promo
HDH-260318-037,2026-03-18,백화점-현대,현대 압구정본점,CAL-CS-750,칼리테라,Reserva Cabernet,1,22500,22500,Y
HDH-260318-038,2026-03-18,백화점-현대,현대 판교점,TOK-A5-250,로얄토카이,Aszú 5 Puttonyos Blue Label,3,60000,180000,N
HDH-260318-038,2026-03-18,백화점-현대,현대 판교점,CAL-CR-750,칼리테라,Reserva Carmenere,9,22500,202500,Y
HDH-260318-038,2026-03-18,백화점-현대,현대 판교점,CAL-CS-750,칼리테라,Reserva Cabernet,5,22500,112500,Y
HDH-260318-039,2026-03-18,백화점-현대,현대 무역센터점,VIL-SB-750,빌라마리아,Private Bin Sauvignon Blanc,12,34000,408000,N
HDH-260318-039,2026-03-18,백화점-현대,현대 무역센터점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,2,50400,100800,Y
HDH-260318-040,2026-03-18,백화점-현대,현대 압구정본점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,4,50400,201600,Y
HDH-260318-041,2026-03-18,백화점-현대,현대 무역센터점,CAS-RI-750,카스텔라레,Chianti Classico Riserva,3,85000,255000,N
HDH-260318-042,2026-03-18,백화점-현대,현대 더현대서울,TOR-GC-750,토레스,Gran Coronas Reserva,3,22400,67200,Y
HDH-260318-042,2026-03-18,백화점-현대,현대 더현대서울,CAL-CR-750,칼리테라,Reserva Carmenere,3,22500,67500,Y
HDH-260318-042,2026-03-18,백화점-현대,현대 더현대서울,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,1,50400,50400,Y
HDH-260318-042,2026-03-18,백화점-현대,현대 더현대서울,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,Y
HDH-260318-043,2026-03-18,백화점-현대,현대 압구정본점,CAL-CR-750,칼리테라,Reserva Carmenere,18,22500,405000,Y
HDH-260318-043,2026-03-18,백화점-현대,현대 압구정본점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,4,50400,201600,Y
HDH-260318-044,2026-03-18,백화점-현대,현대 더현대서울,TOR-GC-750,토레스,Gran Coronas Reserva,4,22400,89600,Y
HDH-260318-045,2026-03-18,백화점-현대,현대 판교점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,1,50400,50400,Y
HDH-260318-046,2026-03-18,백화점-현대,현대 무역센터점,CAS-CC-750,카스텔라레,Chianti Classico,1,43200,43200,Y
HDH-260318-046,2026-03-18,백화점-현대,현대 무역센터점,TOR-GC-750,토레스,Gran Coronas Reserva,9,22400,201600,Y
HDH-260318-047,2026-03-18,백화점-현대,현대 판교점,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,Y
HDH-260318-047,2026-03-18,백화점-현대,현대 판교점,TOR-CE-750,토레스,Celeste Crianza,2,48000,96000,N
HDH-260318-048,2026-03-18,백화점-현대,현대 더현대서울,VIL-PN-750,빌라마리아,Earth Garden Pinot Noir,1,45900,45900,N
HDH-260318-049,2026-03-18,백화점-현대,현대 무역센터점,BUR-ER-750,뷔르클린볼프,Estate Riesling Trocken,2,80000,160000,N
HDH-260318-050,2026-03-18,백화점-현대,현대 압구정본점,CAS-CC-750,카스텔라레,Chianti Classico,3,43200,129600,Y
HDH-260318-051,2026-03-18,백화점-현대,현대 더현대서울,CAS-CC-750,카스텔라레,Chianti Classico,4,43200,172800,Y
HDH-260318-051,2026-03-18,백화점-현대,현대 더현대서울,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,12,38000,456000,N
HDH-260318-051,2026-03-18,백화점-현대,현대 더현대서울,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,1,38000,38000,N
HDH-260318-051,2026-03-18,백화점-현대,현대 더현대서울,CAL-CR-750,칼리테라,Reserva Carmenere,2,22500,45000,Y
HDH-260318-052,2026-03-18,백화점-현대,현대 압구정본점,CAL-CS-750,칼리테라,Reserva Cabernet,2,22500,45000,Y
HDH-260318-052,2026-03-18,백화점-현대,현대 압구정본점,LUN-SG-750,룬가로티,San Giorgio,12,102000,1224000,N
GLR-260318-001,2026-03-18,백화점-갤러리아,갤러리아 타임월드,CAS-CC-750,카스텔라레,Chianti Classico,6,48000,288000,N
GLR-260318-001,2026-03-18,백화점-갤러리아,갤러리아 타임월드,JOL-SA-750,파스칼졸리베,Sancerre Blanc,3,110000,330000,N
GLR-260318-001,2026-03-18,백화점-갤러리아,갤러리아 타임월드,JOL-AT-750,파스칼졸리베,Attitude Sauvignon Blanc,1,78000,78000,N
GLR-260318-002,2026-03-18,백화점-갤러리아,갤러리아 광교,BOL-RO-750,볼링저,Rosé Brut,1,250000,250000,N
GLR-260318-003,2026-03-18,백화점-갤러리아,갤러리아 명품관,BOL-RO-750,볼링저,Rosé Brut,2,250000,500000,N
GLR-260318-003,2026-03-18,백화점-갤러리아,갤러리아 명품관,CAL-CR-750,칼리테라,Reserva Carmenere,1,25000,25000,N
GLR-260318-004,2026-03-18,백화점-갤러리아,갤러리아 명품관,MON-TK-750,로버트몬다비,To Kalon Reserve Cabernet,2,320000,640000,N
HRC-260318-001,2026-03-18,HORECA,리스토란테에오,MON-FB-750,로버트몬다비,Napa Valley Fumé Blanc,6,41400,248400,N
HRC-260318-001,2026-03-18,HORECA,리스토란테에오,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,1,72600,72600,N
HRC-260318-001,2026-03-18,HORECA,리스토란테에오,CAL-TS-750,칼리테라,Tributo Gran Reserva Sauvignon Blanc,12,41400,496800,N
HRC-260318-002,2026-03-18,HORECA,비스트로꼼므,BUR-ER-750,뷔르클린볼프,Estate Riesling Trocken,1,73600,73600,N
HRC-260318-002,2026-03-18,HORECA,비스트로꼼므,TOR-CE-750,토레스,Celeste Crianza,2,44200,88400,N
HRC-260318-003,2026-03-18,HORECA,비스트로꼼므,TOR-CE-750,토레스,Celeste Crianza,6,44200,265200,N
HRC-260318-003,2026-03-18,HORECA,비스트로꼼므,CHA-GC-750,라샤블리지엔,Chablis Grand Cru,6,119600,717600,N
HRC-260318-003,2026-03-18,HORECA,비스트로꼼므,MON-FB-750,로버트몬다비,Napa Valley Fumé Blanc,3,41400,124200,N
HRC-260318-003,2026-03-18,HORECA,비스트로꼼므,JOL-PF-750,파스칼졸리베,Pouilly-Fumé,3,92000,276000,N
HRC-260318-004,2026-03-18,HORECA,비스트로꼼므,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,6,46000,276000,N
HRC-260318-004,2026-03-18,HORECA,비스트로꼼므,SPL-SP-750,산펠레그리노,Sparkling 750ml,48,3900,187200,N
HRC-260318-004,2026-03-18,HORECA,비스트로꼼므,CAL-CR-750,칼리테라,Reserva Carmenere,1,23000,23000,N
HRC-260318-005,2026-03-18,HORECA,비스트로꼼므,CAL-TC-750,칼리테라,Tributo Gran Reserva Carmenere,3,41400,124200,N
HRC-260318-005,2026-03-18,HORECA,비스트로꼼므,SPL-SP-750,산펠레그리노,Sparkling 750ml,24,3900,93600,N
HRC-260318-006,2026-03-18,HORECA,리스토란테에오,CHA-PT-750,라샤블리지엔,Petit Chablis,6,41400,248400,N
HRC-260318-006,2026-03-18,HORECA,리스토란테에오,SPL-SP-750,산펠레그리노,Sparkling 750ml,24,3900,93600,N
HRC-260318-007,2026-03-18,HORECA,JW메리어트,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,12,72600,871200,N
HRC-260318-008,2026-03-18,HORECA,리스토란테에오,TOR-CE-750,토레스,Celeste Crianza,3,44200,132600,N
WSH-260318-001,2026-03-18,와인샵,보틀벙커 잠실,CAL-TC-750,칼리테라,Tributo Gran Reserva Carmenere,1,40500,40500,N
WSH-260318-001,2026-03-18,와인샵,보틀벙커 잠실,VIL-PN-750,빌라마리아,Earth Garden Pinot Noir,2,41300,82600,N
WSH-260318-001,2026-03-18,와인샵,보틀벙커 잠실,CAL-CS-750,칼리테라,Reserva Cabernet,3,22500,67500,N
WSH-260318-002,2026-03-18,와인샵,보틀벙커 잠실,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,3,34200,102600,N
WSH-260318-003,2026-03-18,와인샵,와인앤모어 청담,APN-ST-750,아쿠아파나,Still 750ml,24,3400,81600,N
WSH-260318-004,2026-03-18,와인샵,보틀벙커 잠실,JOL-PF-750,파스칼졸리베,Pouilly-Fumé,6,90000,540000,N
WSH-260318-004,2026-03-18,와인샵,보틀벙커 잠실,BUR-WV-750,뷔르클린볼프,Wachenheim Village Riesling,6,99000,594000,N
WSH-260318-005,2026-03-18,와인샵,비노쿠스,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,6,50400,302400,N
WSH-260318-006,2026-03-18,와인샵,비노쿠스,TOR-GC-750,토레스,Gran Coronas Reserva,2,22400,44800,N
WSH-260318-006,2026-03-18,와인샵,비노쿠스,JOL-AT-750,파스칼졸리베,Attitude Sauvignon Blanc,2,70200,140400,N
WSH-260318-006,2026-03-18,와인샵,비노쿠스,LUN-SG-750,룬가로티,San Giorgio,2,91800,183600,N
ONL-260318-001,2026-03-18,온라인,마켓컬리,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,6,33400,200400,N
ONL-260318-001,2026-03-18,온라인,마켓컬리,JOL-SA-750,파스칼졸리베,Sancerre Blanc,12,96800,1161600,N
ONL-260318-001,2026-03-18,온라인,마켓컬리,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,1,33400,33400,N
ONL-260318-002,2026-03-18,온라인,네이버 신동와인몰,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,3,44000,132000,N
ONL-260318-002,2026-03-18,온라인,네이버 신동와인몰,CAL-CR-750,칼리테라,Reserva Carmenere,3,22000,66000,N
ONL-260318-002,2026-03-18,온라인,네이버 신동와인몰,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,1,33400,33400,N
ONL-260318-002,2026-03-18,온라인,네이버 신동와인몰,TOR-SA-750,토레스,Salmos,1,79200,79200,N
ONL-260318-003,2026-03-18,온라인,네이버 신동와인몰,LUN-RU-750,룬가로티,Rubesco Rosso di Torgiano,2,42200,84400,N
ONL-260318-003,2026-03-18,온라인,네이버 신동와인몰,VIL-SB-750,빌라마리아,Private Bin Sauvignon Blanc,6,29900,179400,N
ONL-260318-003,2026-03-18,온라인,네이버 신동와인몰,APN-ST-750,아쿠아파나,Still 750ml,24,3300,79200,N
ONL-260318-003,2026-03-18,온라인,네이버 신동와인몰,TOR-GC-750,토레스,Gran Coronas Reserva,3,21900,65700,N
HDH-260319-001,2026-03-19,백화점-현대,현대 압구정본점,CAS-CC-750,카스텔라레,Chianti Classico,7,43200,302400,Y
HDH-260319-001,2026-03-19,백화점-현대,현대 압구정본점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,3,50400,151200,Y
HDH-260319-001,2026-03-19,백화점-현대,현대 압구정본점,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,6,38000,228000,N
HDH-260319-001,2026-03-19,백화점-현대,현대 압구정본점,CAL-CS-750,칼리테라,Reserva Cabernet,3,22500,67500,Y
HDH-260319-002,2026-03-19,백화점-현대,현대 압구정본점,CAS-CC-750,카스텔라레,Chianti Classico,1,43200,43200,Y
HDH-260319-002,2026-03-19,백화점-현대,현대 압구정본점,CAL-CR-750,칼리테라,Reserva Carmenere,3,22500,67500,Y
HDH-260319-003,2026-03-19,백화점-현대,현대 더현대서울,TOR-GC-750,토레스,Gran Coronas Reserva,2,22400,44800,Y
HDH-260319-004,2026-03-19,백화점-현대,현대 압구정본점,TOR-GC-750,토레스,Gran Coronas Reserva,3,22400,67200,Y
HDH-260319-004,2026-03-19,백화점-현대,현대 압구정본점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,9,50400,453600,Y
HDH-260319-005,2026-03-19,백화점-현대,현대 압구정본점,TOR-GC-750,토레스,Gran Coronas Reserva,8,22400,179200,Y
HDH-260319-005,2026-03-19,백화점-현대,현대 압구정본점,CAL-CS-750,칼리테라,Reserva Cabernet,1,22500,22500,Y
HDH-260319-005,2026-03-19,백화점-현대,현대 압구정본점,BUR-WV-750,뷔르클린볼프,Wachenheim Village Riesling,3,110000,330000,N
HDH-260319-006,2026-03-19,백화점-현대,현대 무역센터점,CAL-CS-750,칼리테라,Reserva Cabernet,1,22500,22500,Y
HDH-260319-006,2026-03-19,백화점-현대,현대 무역센터점,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,Y
HDH-260319-007,2026-03-19,백화점-현대,현대 판교점,TOR-GC-750,토레스,Gran Coronas Reserva,9,22400,201600,Y
HDH-260319-007,2026-03-19,백화점-현대,현대 판교점,BOL-GAR-750,볼링저,La Grande Année Rosé,2,400000,800000,N
HDH-260319-007,2026-03-19,백화점-현대,현대 판교점,CAL-CR-750,칼리테라,Reserva Carmenere,17,22500,382500,Y
HDH-260319-008,2026-03-19,백화점-현대,현대 무역센터점,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,Y
HDH-260319-008,2026-03-19,백화점-현대,현대 무역센터점,CAL-CS-750,칼리테라,Reserva Cabernet,4,22500,90000,Y
HDH-260319-008,2026-03-19,백화점-현대,현대 무역센터점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,3,50400,151200,Y
HDH-260319-008,2026-03-19,백화점-현대,현대 무역센터점,CAL-CS-750,칼리테라,Reserva Cabernet,3,22500,67500,Y
HDH-260319-009,2026-03-19,백화점-현대,현대 판교점,CAL-CR-750,칼리테라,Reserva Carmenere,4,22500,90000,Y
HDH-260319-009,2026-03-19,백화점-현대,현대 판교점,CAS-CC-750,카스텔라레,Chianti Classico,10,43200,432000,Y
HDH-260319-009,2026-03-19,백화점-현대,현대 판교점,TOR-GC-750,토레스,Gran Coronas Reserva,7,22400,156800,Y
HDH-260319-010,2026-03-19,백화점-현대,현대 더현대서울,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,1,78900,78900,N
HDH-260319-011,2026-03-19,백화점-현대,현대 무역센터점,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,Y
HDH-260319-011,2026-03-19,백화점-현대,현대 무역센터점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,1,50400,50400,Y
HDH-260319-012,2026-03-19,백화점-현대,현대 더현대서울,CAL-CS-750,칼리테라,Reserva Cabernet,16,22500,360000,Y
HDH-260319-013,2026-03-19,백화점-현대,현대 무역센터점,CLK-MB-750,샤토클라크,Le Merle Blanc,12,72000,864000,N
HDH-260319-014,2026-03-19,백화점-현대,현대 판교점,CAS-CC-750,카스텔라레,Chianti Classico,1,43200,43200,Y
HDH-260319-015,2026-03-19,백화점-현대,현대 무역센터점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,10,50400,504000,Y
HDH-260319-015,2026-03-19,백화점-현대,현대 무역센터점,CAL-CR-750,칼리테라,Reserva Carmenere,5,22500,112500,Y
HDH-260319-015,2026-03-19,백화점-현대,현대 무역센터점,CAS-CC-750,카스텔라레,Chianti Classico,20,43200,864000,Y
HDH-260319-015,2026-03-19,백화점-현대,현대 무역센터점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,8,50400,403200,Y
HDH-260319-016,2026-03-19,백화점-현대,현대 무역센터점,CAL-CR-750,칼리테라,Reserva Carmenere,10,22500,225000,Y
HDH-260319-016,2026-03-19,백화점-현대,현대 무역센터점,TOR-GC-750,토레스,Gran Coronas Reserva,8,22400,179200,Y
HDH-260319-016,2026-03-19,백화점-현대,현대 무역센터점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,4,50400,201600,Y
HDH-260319-017,2026-03-19,백화점-현대,현대 압구정본점,BOL-GA-750,볼링저,La Grande Année,12,267000,3204000,N
HDH-260319-018,2026-03-19,백화점-현대,현대 더현대서울,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,1,50400,50400,Y
HDH-260319-018,2026-03-19,백화점-현대,현대 더현대서울,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,2,50400,100800,Y
HDH-260319-019,2026-03-19,백화점-현대,현대 압구정본점,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,Y
HDH-260319-020,2026-03-19,백화점-현대,현대 더현대서울,BOL-GAR-750,볼링저,La Grande Année Rosé,3,400000,1200000,N
HDH-260319-021,2026-03-19,백화점-현대,현대 더현대서울,CAL-CS-750,칼리테라,Reserva Cabernet,16,22500,360000,Y
HDH-260319-021,2026-03-19,백화점-현대,현대 더현대서울,CAL-CS-750,칼리테라,Reserva Cabernet,1,22500,22500,Y
HDH-260319-021,2026-03-19,백화점-현대,현대 더현대서울,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,Y
HDH-260319-021,2026-03-19,백화점-현대,현대 더현대서울,CAL-CR-750,칼리테라,Reserva Carmenere,1,22500,22500,Y
HDH-260319-022,2026-03-19,백화점-현대,현대 더현대서울,TOR-GC-750,토레스,Gran Coronas Reserva,8,22400,179200,Y
HDH-260319-022,2026-03-19,백화점-현대,현대 더현대서울,MON-FB-750,로버트몬다비,Napa Valley Fumé Blanc,1,45000,45000,N
HDH-260319-023,2026-03-19,백화점-현대,현대 무역센터점,CAL-CR-750,칼리테라,Reserva Carmenere,9,22500,202500,Y
HDH-260319-023,2026-03-19,백화점-현대,현대 무역센터점,CAL-CR-750,칼리테라,Reserva Carmenere,1,22500,22500,Y
HDH-260319-024,2026-03-19,백화점-현대,현대 판교점,CAS-SN-750,카스텔라레,I Sodi di San Niccolò,3,180000,540000,N
HDH-260319-024,2026-03-19,백화점-현대,현대 판교점,CAL-CR-750,칼리테라,Reserva Carmenere,4,22500,90000,Y
HDH-260319-025,2026-03-19,백화점-현대,현대 판교점,CAL-CS-750,칼리테라,Reserva Cabernet,19,22500,427500,Y
HDH-260319-026,2026-03-19,백화점-현대,현대 더현대서울,TOR-CE-750,토레스,Celeste Crianza,1,48000,48000,N
HDH-260319-026,2026-03-19,백화점-현대,현대 더현대서울,CAL-CS-750,칼리테라,Reserva Cabernet,8,22500,180000,Y
HDH-260319-027,2026-03-19,백화점-현대,현대 판교점,CAL-CS-750,칼리테라,Reserva Cabernet,1,22500,22500,Y
HDH-260319-027,2026-03-19,백화점-현대,현대 판교점,CHA-PT-750,라샤블리지엔,Petit Chablis,12,45000,540000,N
HDH-260319-028,2026-03-19,백화점-현대,현대 압구정본점,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,Y
HDH-260319-028,2026-03-19,백화점-현대,현대 압구정본점,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,Y
HDH-260319-029,2026-03-19,백화점-현대,현대 압구정본점,CHA-PT-750,라샤블리지엔,Petit Chablis,2,45000,90000,N
HDH-260319-029,2026-03-19,백화점-현대,현대 압구정본점,CAL-CR-750,칼리테라,Reserva Carmenere,4,22500,90000,Y
HDH-260319-029,2026-03-19,백화점-현대,현대 압구정본점,CAS-CC-750,카스텔라레,Chianti Classico,1,43200,43200,Y
HDH-260319-030,2026-03-19,백화점-현대,현대 압구정본점,CAL-CS-750,칼리테라,Reserva Cabernet,1,22500,22500,Y
HDH-260319-031,2026-03-19,백화점-현대,현대 무역센터점,CAL-CR-750,칼리테라,Reserva Carmenere,5,22500,112500,Y
HDH-260319-031,2026-03-19,백화점-현대,현대 무역센터점,CAS-CC-750,카스텔라레,Chianti Classico,1,43200,43200,Y
HDH-260319-031,2026-03-19,백화점-현대,현대 무역센터점,CAL-CS-750,칼리테라,Reserva Cabernet,10,22500,225000,Y
HDH-260319-031,2026-03-19,백화점-현대,현대 무역센터점,CAL-TC-750,칼리테라,Tributo Gran Reserva Carmenere,1,45000,45000,N
HDH-260319-032,2026-03-19,백화점-현대,현대 더현대서울,TOR-GC-750,토레스,Gran Coronas Reserva,3,22400,67200,Y
HDH-260319-032,2026-03-19,백화점-현대,현대 더현대서울,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,10,50400,504000,Y
HDH-260319-032,2026-03-19,백화점-현대,현대 더현대서울,TOR-GC-750,토레스,Gran Coronas Reserva,2,22400,44800,Y
HDH-260319-032,2026-03-19,백화점-현대,현대 더현대서울,BOL-SC-750,볼링저,Special Cuvée Brut,1,186000,186000,N
HDH-260319-033,2026-03-19,백화점-현대,현대 압구정본점,CAL-CS-750,칼리테라,Reserva Cabernet,3,22500,67500,Y
HDH-260319-033,2026-03-19,백화점-현대,현대 압구정본점,CAL-CS-750,칼리테라,Reserva Cabernet,1,22500,22500,Y
HDH-260319-033,2026-03-19,백화점-현대,현대 압구정본점,CAL-CR-750,칼리테라,Reserva Carmenere,1,22500,22500,Y
HDH-260319-034,2026-03-19,백화점-현대,현대 압구정본점,MON-FB-750,로버트몬다비,Napa Valley Fumé Blanc,6,45000,270000,N
HDH-260319-035,2026-03-19,백화점-현대,현대 무역센터점,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,1,50400,50400,Y
HDH-260319-036,2026-03-19,백화점-현대,현대 압구정본점,CAS-CC-750,카스텔라레,Chianti Classico,16,43200,691200,Y
HDH-260319-036,2026-03-19,백화점-현대,현대 압구정본점,CAL-CR-750,칼리테라,Reserva Carmenere,4,22500,90000,Y
HDH-260319-036,2026-03-19,백화점-현대,현대 압구정본점,TOR-CE-750,토레스,Celeste Crianza,1,48000,48000,N
HDH-260319-036,2026-03-19,백화점-현대,현대 압구정본점,CHA-PT-750,라샤블리지엔,Petit Chablis,2,45000,90000,N
HDH-260319-037,2026-03-19,백화점-현대,현대 무역센터점,CAL-CS-750,칼리테라,Reserva Cabernet,3,22500,67500,Y
HDH-260319-038,2026-03-19,백화점-현대,현대 압구정본점,BUR-GE-750,뷔르클린볼프,Gerumpel P.C. Riesling,2,180000,360000,N
HDH-260319-039,2026-03-19,백화점-현대,현대 판교점,CAL-CR-750,칼리테라,Reserva Carmenere,9,22500,202500,Y
HDH-260319-039,2026-03-19,백화점-현대,현대 판교점,CAL-CS-750,칼리테라,Reserva Cabernet,2,22500,45000,Y
HDH-260319-040,2026-03-19,백화점-현대,현대 판교점,MON-FB-750,로버트몬다비,Napa Valley Fumé Blanc,3,45000,135000,N
HDH-260319-040,2026-03-19,백화점-현대,현대 판교점,CAL-CR-750,칼리테라,Reserva Carmenere,1,22500,22500,Y
HDH-260319-040,2026-03-19,백화점-현대,현대 판교점,CLK-MB-750,샤토클라크,Le Merle Blanc,1,72000,72000,N
HDH-260319-040,2026-03-19,백화점-현대,현대 판교점,TOR-GC-750,토레스,Gran Coronas Reserva,17,22400,380800,Y
HDH-260319-041,2026-03-19,백화점-현대,현대 판교점,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,Y
HDH-260319-041,2026-03-19,백화점-현대,현대 판교점,JOL-SA-750,파스칼졸리베,Sancerre Blanc,12,110000,1320000,N
HDH-260319-041,2026-03-19,백화점-현대,현대 판교점,CAL-CR-750,칼리테라,Reserva Carmenere,18,22500,405000,Y
HDH-260319-042,2026-03-19,백화점-현대,현대 압구정본점,TOR-GC-750,토레스,Gran Coronas Reserva,1,22400,22400,Y
GLR-260319-001,2026-03-19,백화점-갤러리아,갤러리아 타임월드,CAL-CR-750,칼리테라,Reserva Carmenere,2,25000,50000,N
GLR-260319-001,2026-03-19,백화점-갤러리아,갤러리아 타임월드,BUR-ER-750,뷔르클린볼프,Estate Riesling Trocken,2,80000,160000,N
GLR-260319-001,2026-03-19,백화점-갤러리아,갤러리아 타임월드,VIL-PG-750,빌라마리아,Private Bin Pinot Gris,12,38000,456000,N
GLR-260319-002,2026-03-19,백화점-갤러리아,갤러리아 타임월드,VIL-CS-750,빌라마리아,Cellar Selection Sauvignon Blanc,1,50000,50000,N
GLR-260319-002,2026-03-19,백화점-갤러리아,갤러리아 타임월드,CAS-RI-750,카스텔라레,Chianti Classico Riserva,1,85000,85000,N
GLR-260319-003,2026-03-19,백화점-갤러리아,갤러리아 타임월드,BOL-GA-750,볼링저,La Grande Année,12,267000,3204000,N
GLR-260319-003,2026-03-19,백화점-갤러리아,갤러리아 타임월드,TOR-GC-750,토레스,Gran Coronas Reserva,3,24900,74700,N
GLR-260319-004,2026-03-19,백화점-갤러리아,갤러리아 광교,CLK-MB-750,샤토클라크,Le Merle Blanc,3,72000,216000,N
GLR-260319-005,2026-03-19,백화점-갤러리아,갤러리아 광교,BOL-GA-750,볼링저,La Grande Année,1,267000,267000,N
GLR-260319-006,2026-03-19,백화점-갤러리아,갤러리아 명품관,CHA-PE-750,라샤블리지엔,Chablis La Pierrelée,2,56000,112000,N
HRC-260319-001,2026-03-19,HORECA,시그니엘호텔,CHA-PT-750,라샤블리지엔,Petit Chablis,6,41400,248400,N
HRC-260319-001,2026-03-19,HORECA,시그니엘호텔,CHA-PC-750,라샤블리지엔,Chablis 1er Cru Fourchaume,6,72600,435600,N
HRC-260319-002,2026-03-19,HORECA,리스토란테에오,SPL-SP-750,산펠레그리노,Sparkling 750ml,24,3900,93600,N
HRC-260319-003,2026-03-19,HORECA,JW메리어트,CAL-CR-750,칼리테라,Reserva Carmenere,12,23000,276000,N
HRC-260319-004,2026-03-19,HORECA,시그니엘호텔,BUR-GE-750,뷔르클린볼프,Gerumpel P.C. Riesling,6,165600,993600,N
HRC-260319-004,2026-03-19,HORECA,시그니엘호텔,TOR-GC-750,토레스,Gran Coronas Reserva,1,22900,22900,N
HRC-260319-004,2026-03-19,HORECA,시그니엘호텔,TOR-CE-750,토레스,Celeste Crianza,12,44200,530400,N
HRC-260319-004,2026-03-19,HORECA,시그니엘호텔,MON-FB-750,로버트몬다비,Napa Valley Fumé Blanc,3,41400,124200,N
HRC-260319-005,2026-03-19,HORECA,시그니엘호텔,CAL-CR-750,칼리테라,Reserva Carmenere,1,23000,23000,N
HRC-260319-005,2026-03-19,HORECA,시그니엘호텔,BOL-RO-750,볼링저,Rosé Brut,1,230000,230000,N
HRC-260319-006,2026-03-19,HORECA,그랜드하얏트,APN-ST-750,아쿠아파나,Still 750ml,12,3500,42000,N
HRC-260319-007,2026-03-19,HORECA,JW메리어트,SPL-SP-750,산펠레그리노,Sparkling 750ml,48,3900,187200,N
HRC-260319-008,2026-03-19,HORECA,리스토란테에오,APN-ST-750,아쿠아파나,Still 750ml,24,3500,84000,N
WSH-260319-001,2026-03-19,와인샵,와인타임 분당,BOL-GAR-750,볼링저,La Grande Année Rosé,6,360000,2160000,N
WSH-260319-001,2026-03-19,와인샵,와인타임 분당,CHA-PT-750,라샤블리지엔,Petit Chablis,3,40500,121500,N
WSH-260319-002,2026-03-19,와인샵,와인앤모어 청담,TOK-A6-500,로얄토카이,Aszú 6 Puttonyos,12,108000,1296000,N
WSH-260319-003,2026-03-19,와인샵,보틀벙커 잠실,TOR-MP-750,토레스,Mas La Plana,2,126000,252000,N
WSH-260319-003,2026-03-19,와인샵,보틀벙커 잠실,CAL-CR-750,칼리테라,Reserva Carmenere,2,22500,45000,N
WSH-260319-004,2026-03-19,와인샵,보틀벙커 잠실,JOL-SA-750,파스칼졸리베,Sancerre Blanc,1,99000,99000,N
WSH-260319-004,2026-03-19,와인샵,보틀벙커 잠실,CLK-MB-750,샤토클라크,Le Merle Blanc,6,64800,388800,N
WSH-260319-005,2026-03-19,와인샵,비노쿠스,CAL-TS-750,칼리테라,Tributo Gran Reserva Sauvignon Blanc,1,40500,40500,N
WSH-260319-005,2026-03-19,와인샵,비노쿠스,BOL-GAR-750,볼링저,La Grande Année Rosé,3,360000,1080000,N
WSH-260319-006,2026-03-19,와인샵,비노쿠스,BOL-GAR-750,볼링저,La Grande Année Rosé,1,360000,360000,N
ONL-260319-001,2026-03-19,온라인,마켓컬리,VIL-SB-750,빌라마리아,Private Bin Sauvignon Blanc,2,29900,59800,N
ONL-260319-001,2026-03-19,온라인,마켓컬리,CLK-MB-750,샤토클라크,Le Merle Blanc,1,63400,63400,N
